"strain","stack","cell","Ede1","nuages","bg","dataset"
"MKY3552","02","GFP","366-900","0","wt","2"
"MKY3551","02","GFP","591-1381","0","3×ΔEA","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3549","09","GFP","366-1381","1","3×ΔEA","2"
"MKY3549","07","GFP","366-1381","0","3×ΔEA","2"
"MKY3549","02","GFP","366-1381","1","3×ΔEA","2"
"MKY3549","06","GFP","366-1381","1","3×ΔEA","2"
"MKY3550","09","GFP","591-1381","0","wt","2"
"MKY3549","07","GFP","366-1381","1","3×ΔEA","2"
"MKY3548","06","GFP","366-1381","0","wt","2"
"MKY3519","02","GFP","1-590","0","3×ΔEA","2"
"MKY4083","08","GFP","1-590","0","wt","2"
"MKY3551","09","GFP","591-1381","0","3×ΔEA","2"
"MKY4083","01","GFP","1-590","0","wt","2"
"MKY3547","03","GFP","1-900","1","3×ΔEA","2"
"MKY0532","06","GFP","FL","1","3×ΔEA","2"
"MKY3555","08","GFP","591-900","0","3×ΔEA","2"
"MKY3553","09","GFP","366-900","1","3×ΔEA","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY3546","02","GFP","1-900","0","wt","2"
"MKY3550","03","GFP","591-1381","0","wt","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY3555","07","GFP","591-900","0","3×ΔEA","2"
"MKY3554","02","GFP","591-900","0","wt","2"
"MKY3555","09","GFP","591-900","0","3×ΔEA","2"
"MKY3548","08","GFP","366-1381","0","wt","2"
"MKY3549","08","GFP","366-1381","0","3×ΔEA","2"
"MKY3551","01","GFP","591-1381","0","3×ΔEA","2"
"MKY3548","09","GFP","366-1381","1","wt","2"
"MKY3547","04","GFP","1-900","0","3×ΔEA","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3519","03","GFP","1-590","0","3×ΔEA","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY3519","07","GFP","1-590","0","3×ΔEA","2"
"MKY3552","04","GFP","366-900","0","wt","2"
"MKY3552","07","GFP","366-900","1","wt","2"
"MKY3555","05","GFP","591-900","0","3×ΔEA","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY3554","04","GFP","591-900","0","wt","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3546","02","GFP","1-900","0","wt","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3554","06","GFP","591-900","0","wt","2"
"MKY0532","05","GFP","FL","1","3×ΔEA","2"
"MKY4083","05","GFP","1-590","0","wt","2"
"MKY3553","02","GFP","366-900","1","3×ΔEA","2"
"MKY4083","02","GFP","1-590","0","wt","2"
"MKY3551","05","GFP","591-1381","0","3×ΔEA","2"
"MKY3554","02","GFP","591-900","0","wt","2"
"MKY3552","02","GFP","366-900","0","wt","2"
"MKY3553","02","GFP","366-900","1","3×ΔEA","2"
"MKY3550","07","GFP","591-1381","0","wt","2"
"MKY3548","07","GFP","366-1381","0","wt","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY0532","04","GFP","FL","1","3×ΔEA","2"
"MKY3551","08","GFP","591-1381","0","3×ΔEA","2"
"MKY3549","02","GFP","366-1381","1","3×ΔEA","2"
"MKY3553","05","GFP","366-900","1","3×ΔEA","2"
"MKY3553","09","GFP","366-900","0","3×ΔEA","2"
"MKY3549","04","GFP","366-1381","1","3×ΔEA","2"
"MKY3548","07","GFP","366-1381","0","wt","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY3547","08","GFP","1-900","0","3×ΔEA","2"
"MKY0532","08","GFP","FL","1","3×ΔEA","2"
"MKY3549","05","GFP","366-1381","1","3×ΔEA","2"
"MKY3551","06","GFP","591-1381","0","3×ΔEA","2"
"MKY3554","08","GFP","591-900","0","wt","2"
"MKY3552","02","GFP","366-900","1","wt","2"
"MKY3551","03","GFP","591-1381","0","3×ΔEA","2"
"MKY3548","04","GFP","366-1381","1","wt","2"
"MKY3554","06","GFP","591-900","0","wt","2"
"MKY4083","04","GFP","1-590","0","wt","2"
"MKY4083","01","GFP","1-590","0","wt","2"
"MKY3555","02","GFP","591-900","0","3×ΔEA","2"
"MKY3551","05","GFP","591-1381","0","3×ΔEA","2"
"MKY3552","01","GFP","366-900","1","wt","2"
"MKY3550","08","GFP","591-1381","0","wt","2"
"MKY3550","09","GFP","591-1381","0","wt","2"
"MKY3552","02","GFP","366-900","1","wt","2"
"MKY3554","07","GFP","591-900","0","wt","2"
"MKY3554","05","GFP","591-900","0","wt","2"
"MKY3519","06","GFP","1-590","0","3×ΔEA","2"
"MKY3519","06","GFP","1-590","0","3×ΔEA","2"
"MKY3552","08","GFP","366-900","1","wt","2"
"MKY0172","01","GFP","FL","0","wt","2"
"MKY4083","08","GFP","1-590","0","wt","2"
"MKY0532","09","GFP","FL","1","3×ΔEA","2"
"MKY0172","01","GFP","FL","0","wt","2"
"MKY0172","04","GFP","FL","0","wt","2"
"MKY3555","06","GFP","591-900","0","3×ΔEA","2"
"MKY3549","03","GFP","366-1381","0","3×ΔEA","2"
"MKY3555","01","GFP","591-900","0","3×ΔEA","2"
"MKY3552","03","GFP","366-900","0","wt","2"
"MKY3547","04","GFP","1-900","0","3×ΔEA","2"
"MKY0172","03","GFP","FL","0","wt","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY3550","03","GFP","591-1381","0","wt","2"
"MKY3555","01","GFP","591-900","0","3×ΔEA","2"
"MKY3550","06","GFP","591-1381","0","wt","2"
"MKY3549","06","GFP","366-1381","1","3×ΔEA","2"
"MKY3519","01","GFP","1-590","0","3×ΔEA","2"
"MKY3552","03","GFP","366-900","0","wt","2"
"MKY0172","08","GFP","FL","0","wt","2"
"MKY3550","09","GFP","591-1381","0","wt","2"
"MKY0532","07","GFP","FL","1","3×ΔEA","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY0532","07","GFP","FL","1","3×ΔEA","2"
"MKY4083","04","GFP","1-590","0","wt","2"
"MKY3549","04","GFP","366-1381","0","3×ΔEA","2"
"MKY3555","04","GFP","591-900","0","3×ΔEA","2"
"MKY4083","02","GFP","1-590","0","wt","2"
"MKY3519","08","GFP","1-590","0","3×ΔEA","2"
"MKY3551","06","GFP","591-1381","0","3×ΔEA","2"
"MKY3552","04","GFP","366-900","0","wt","2"
"MKY3547","08","GFP","1-900","1","3×ΔEA","2"
"MKY3546","02","GFP","1-900","0","wt","2"
"MKY3550","03","GFP","591-1381","0","wt","2"
"MKY3548","02","GFP","366-1381","0","wt","2"
"MKY3546","03","GFP","1-900","0","wt","2"
"MKY3548","05","GFP","366-1381","0","wt","2"
"MKY3555","05","GFP","591-900","0","3×ΔEA","2"
"MKY3552","01","GFP","366-900","1","wt","2"
"MKY3554","05","GFP","591-900","0","wt","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY3551","03","GFP","591-1381","0","3×ΔEA","2"
"MKY3549","07","GFP","366-1381","0","3×ΔEA","2"
"MKY3555","05","GFP","591-900","0","3×ΔEA","2"
"MKY3552","06","GFP","366-900","0","wt","2"
"MKY3553","04","GFP","366-900","1","3×ΔEA","2"
"MKY3552","05","GFP","366-900","1","wt","2"
"MKY3549","02","GFP","366-1381","0","3×ΔEA","2"
"MKY3553","04","GFP","366-900","1","3×ΔEA","2"
"MKY3554","01","GFP","591-900","0","wt","2"
"MKY3546","05","GFP","1-900","0","wt","2"
"MKY3547","09","GFP","1-900","0","3×ΔEA","2"
"MKY3546","02","GFP","1-900","0","wt","2"
"MKY3550","04","GFP","591-1381","0","wt","2"
"MKY3553","08","GFP","366-900","1","3×ΔEA","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY3555","04","GFP","591-900","0","3×ΔEA","2"
"MKY3551","08","GFP","591-1381","0","3×ΔEA","2"
"MKY3519","09","GFP","1-590","0","3×ΔEA","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3548","08","GFP","366-1381","0","wt","2"
"MKY3547","03","GFP","1-900","1","3×ΔEA","2"
"MKY3519","02","GFP","1-590","0","3×ΔEA","2"
"MKY3550","08","GFP","591-1381","0","wt","2"
"MKY0532","09","GFP","FL","0","3×ΔEA","2"
"MKY3553","08","GFP","366-900","1","3×ΔEA","2"
"MKY0532","02","GFP","FL","1","3×ΔEA","2"
"MKY4083","01","GFP","1-590","0","wt","2"
"MKY3553","08","GFP","366-900","1","3×ΔEA","2"
"MKY3555","07","GFP","591-900","0","3×ΔEA","2"
"MKY3550","06","GFP","591-1381","0","wt","2"
"MKY3547","07","GFP","1-900","1","3×ΔEA","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3548","04","GFP","366-1381","0","wt","2"
"MKY0532","03","GFP","FL","0","3×ΔEA","2"
"MKY3549","04","GFP","366-1381","1","3×ΔEA","2"
"MKY3519","09","GFP","1-590","0","3×ΔEA","2"
"MKY3554","08","GFP","591-900","0","wt","2"
"MKY3549","07","GFP","366-1381","0","3×ΔEA","2"
"MKY3553","09","GFP","366-900","0","3×ΔEA","2"
"MKY3551","09","GFP","591-1381","0","3×ΔEA","2"
"MKY3547","04","GFP","1-900","1","3×ΔEA","2"
"MKY3552","07","GFP","366-900","0","wt","2"
"MKY3519","09","GFP","1-590","0","3×ΔEA","2"
"MKY3554","06","GFP","591-900","0","wt","2"
"MKY3548","08","GFP","366-1381","0","wt","2"
"MKY0172","09","GFP","FL","0","wt","2"
"MKY3549","08","GFP","366-1381","0","3×ΔEA","2"
"MKY3546","05","GFP","1-900","0","wt","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY3552","05","GFP","366-900","0","wt","2"
"MKY3555","08","GFP","591-900","0","3×ΔEA","2"
"MKY3550","04","GFP","591-1381","0","wt","2"
"MKY3551","08","GFP","591-1381","0","3×ΔEA","2"
"MKY3552","06","GFP","366-900","0","wt","2"
"MKY4083","04","GFP","1-590","0","wt","2"
"MKY3547","05","GFP","1-900","1","3×ΔEA","2"
"MKY3547","08","GFP","1-900","1","3×ΔEA","2"
"MKY3554","08","GFP","591-900","0","wt","2"
"MKY3553","03","GFP","366-900","1","3×ΔEA","2"
"MKY3551","09","GFP","591-1381","0","3×ΔEA","2"
"MKY3555","05","GFP","591-900","0","3×ΔEA","2"
"MKY3548","09","GFP","366-1381","0","wt","2"
"MKY3553","01","GFP","366-900","1","3×ΔEA","2"
"MKY3519","02","GFP","1-590","0","3×ΔEA","2"
"MKY3551","05","GFP","591-1381","0","3×ΔEA","2"
"MKY0172","09","GFP","FL","0","wt","2"
"MKY3553","07","GFP","366-900","1","3×ΔEA","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3553","05","GFP","366-900","1","3×ΔEA","2"
"MKY3550","01","GFP","591-1381","0","wt","2"
"MKY3548","04","GFP","366-1381","1","wt","2"
"MKY3551","02","GFP","591-1381","0","3×ΔEA","2"
"MKY3546","02","GFP","1-900","0","wt","2"
"MKY3549","03","GFP","366-1381","0","3×ΔEA","2"
"MKY3551","04","GFP","591-1381","0","3×ΔEA","2"
"MKY0532","08","GFP","FL","1","3×ΔEA","2"
"MKY3550","08","GFP","591-1381","0","wt","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY3548","09","GFP","366-1381","1","wt","2"
"MKY3554","01","GFP","591-900","0","wt","2"
"MKY0532","03","GFP","FL","1","3×ΔEA","2"
"MKY3549","08","GFP","366-1381","0","3×ΔEA","2"
"MKY0172","03","GFP","FL","0","wt","2"
"MKY3549","03","GFP","366-1381","0","3×ΔEA","2"
"MKY3549","09","GFP","366-1381","0","3×ΔEA","2"
"MKY0172","07","GFP","FL","0","wt","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY3554","04","GFP","591-900","0","wt","2"
"MKY3552","08","GFP","366-900","0","wt","2"
"MKY3548","09","GFP","366-1381","1","wt","2"
"MKY4083","02","GFP","1-590","0","wt","2"
"MKY3552","08","GFP","366-900","1","wt","2"
"MKY3519","08","GFP","1-590","0","3×ΔEA","2"
"MKY3554","05","GFP","591-900","0","wt","2"
"MKY0172","08","GFP","FL","0","wt","2"
"MKY0172","03","GFP","FL","0","wt","2"
"MKY3547","03","GFP","1-900","1","3×ΔEA","2"
"MKY3547","02","GFP","1-900","0","3×ΔEA","2"
"MKY4083","05","GFP","1-590","0","wt","2"
"MKY3552","07","GFP","366-900","0","wt","2"
"MKY3554","06","GFP","591-900","0","wt","2"
"MKY3550","06","GFP","591-1381","0","wt","2"
"MKY0172","04","GFP","FL","0","wt","2"
"MKY3547","05","GFP","1-900","1","3×ΔEA","2"
"MKY3548","03","GFP","366-1381","0","wt","2"
"MKY3549","05","GFP","366-1381","0","3×ΔEA","2"
"MKY3555","06","GFP","591-900","0","3×ΔEA","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY3549","08","GFP","366-1381","1","3×ΔEA","2"
"MKY3548","04","GFP","366-1381","0","wt","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY3554","08","GFP","591-900","0","wt","2"
"MKY3553","02","GFP","366-900","1","3×ΔEA","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3546","04","GFP","1-900","0","wt","2"
"MKY3547","05","GFP","1-900","1","3×ΔEA","2"
"MKY3546","02","GFP","1-900","0","wt","2"
"MKY3553","04","GFP","366-900","1","3×ΔEA","2"
"MKY3519","09","GFP","1-590","0","3×ΔEA","2"
"MKY3552","07","GFP","366-900","0","wt","2"
"MKY3547","01","GFP","1-900","0","3×ΔEA","2"
"MKY0172","02","GFP","FL","0","wt","2"
"MKY3552","02","GFP","366-900","0","wt","2"
"MKY3552","07","GFP","366-900","1","wt","2"
"MKY3549","06","GFP","366-1381","1","3×ΔEA","2"
"MKY3548","07","GFP","366-1381","0","wt","2"
"MKY4083","01","GFP","1-590","0","wt","2"
"MKY0172","03","GFP","FL","0","wt","2"
"MKY3551","03","GFP","591-1381","0","3×ΔEA","2"
"MKY3549","01","GFP","366-1381","1","3×ΔEA","2"
"MKY4083","04","GFP","1-590","0","wt","2"
"MKY4083","02","GFP","1-590","0","wt","2"
"MKY0532","01","GFP","FL","1","3×ΔEA","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY3549","08","GFP","366-1381","1","3×ΔEA","2"
"MKY3548","05","GFP","366-1381","0","wt","2"
"MKY3519","02","GFP","1-590","0","3×ΔEA","2"
"MKY0172","09","GFP","FL","0","wt","2"
"MKY3546","04","GFP","1-900","0","wt","2"
"MKY4083","05","GFP","1-590","0","wt","2"
"MKY3554","02","GFP","591-900","0","wt","2"
"MKY3551","08","GFP","591-1381","0","3×ΔEA","2"
"MKY3551","07","GFP","591-1381","0","3×ΔEA","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY3549","07","GFP","366-1381","0","3×ΔEA","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3547","05","GFP","1-900","1","3×ΔEA","2"
"MKY3552","08","GFP","366-900","0","wt","2"
"MKY3552","05","GFP","366-900","0","wt","2"
"MKY4083","09","GFP","1-590","0","wt","2"
"MKY3547","07","GFP","1-900","1","3×ΔEA","2"
"MKY3553","04","GFP","366-900","0","3×ΔEA","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY0532","08","GFP","FL","1","3×ΔEA","2"
"MKY3519","08","GFP","1-590","0","3×ΔEA","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY3550","05","GFP","591-1381","0","wt","2"
"MKY3550","07","GFP","591-1381","0","wt","2"
"MKY3553","03","GFP","366-900","1","3×ΔEA","2"
"MKY3550","01","GFP","591-1381","0","wt","2"
"MKY3548","08","GFP","366-1381","1","wt","2"
"MKY3547","01","GFP","1-900","1","3×ΔEA","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3519","04","GFP","1-590","0","3×ΔEA","2"
"MKY3519","04","GFP","1-590","0","3×ΔEA","2"
"MKY3552","01","GFP","366-900","0","wt","2"
"MKY3552","04","GFP","366-900","0","wt","2"
"MKY3553","02","GFP","366-900","1","3×ΔEA","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY0172","01","GFP","FL","0","wt","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY3547","08","GFP","1-900","0","3×ΔEA","2"
"MKY3555","02","GFP","591-900","0","3×ΔEA","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY0172","04","GFP","FL","0","wt","2"
"MKY3551","02","GFP","591-1381","0","3×ΔEA","2"
"MKY3549","08","GFP","366-1381","1","3×ΔEA","2"
"MKY3553","02","GFP","366-900","1","3×ΔEA","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY0532","05","GFP","FL","1","3×ΔEA","2"
"MKY4083","09","GFP","1-590","0","wt","2"
"MKY3552","06","GFP","366-900","0","wt","2"
"MKY3550","09","GFP","591-1381","0","wt","2"
"MKY3554","01","GFP","591-900","0","wt","2"
"MKY3554","03","GFP","591-900","0","wt","2"
"MKY3554","07","GFP","591-900","0","wt","2"
"MKY3548","04","GFP","366-1381","0","wt","2"
"MKY3555","06","GFP","591-900","0","3×ΔEA","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3519","05","GFP","1-590","0","3×ΔEA","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY3551","01","GFP","591-1381","0","3×ΔEA","2"
"MKY3550","03","GFP","591-1381","0","wt","2"
"MKY3553","01","GFP","366-900","1","3×ΔEA","2"
"MKY3555","08","GFP","591-900","0","3×ΔEA","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY0172","07","GFP","FL","0","wt","2"
"MKY3550","09","GFP","591-1381","0","wt","2"
"MKY3547","05","GFP","1-900","0","3×ΔEA","2"
"MKY3553","04","GFP","366-900","1","3×ΔEA","2"
"MKY3519","06","GFP","1-590","0","3×ΔEA","2"
"MKY3555","02","GFP","591-900","0","3×ΔEA","2"
"MKY3549","03","GFP","366-1381","1","3×ΔEA","2"
"MKY3555","09","GFP","591-900","0","3×ΔEA","2"
"MKY0532","08","GFP","FL","1","3×ΔEA","2"
"MKY3547","02","GFP","1-900","1","3×ΔEA","2"
"MKY3551","08","GFP","591-1381","0","3×ΔEA","2"
"MKY3548","06","GFP","366-1381","1","wt","2"
"MKY3553","01","GFP","366-900","1","3×ΔEA","2"
"MKY3548","05","GFP","366-1381","0","wt","2"
"MKY3555","03","GFP","591-900","0","3×ΔEA","2"
"MKY3552","04","GFP","366-900","1","wt","2"
"MKY0172","01","GFP","FL","0","wt","2"
"MKY3550","01","GFP","591-1381","0","wt","2"
"MKY3548","09","GFP","366-1381","0","wt","2"
"MKY3550","05","GFP","591-1381","0","wt","2"
"MKY3519","03","GFP","1-590","0","3×ΔEA","2"
"MKY0532","03","GFP","FL","1","3×ΔEA","2"
"MKY3552","08","GFP","366-900","0","wt","2"
"MKY3552","05","GFP","366-900","0","wt","2"
"MKY3546","03","GFP","1-900","0","wt","2"
"MKY4083","01","GFP","1-590","0","wt","2"
"MKY3555","02","GFP","591-900","0","3×ΔEA","2"
"MKY0172","04","GFP","FL","0","wt","2"
"MKY4083","03","GFP","1-590","0","wt","2"
"MKY3548","05","GFP","366-1381","0","wt","2"
"MKY3548","02","GFP","366-1381","0","wt","2"
"MKY0532","04","GFP","FL","1","3×ΔEA","2"
"MKY3547","07","GFP","1-900","0","3×ΔEA","2"
"MKY3555","02","GFP","591-900","0","3×ΔEA","2"
"MKY3548","03","GFP","366-1381","0","wt","2"
"MKY0532","05","GFP","FL","1","3×ΔEA","2"
"MKY3551","04","GFP","591-1381","0","3×ΔEA","2"
"MKY3546","04","GFP","1-900","0","wt","2"
"MKY4083","08","GFP","1-590","0","wt","2"
"MKY3554","03","GFP","591-900","0","wt","2"
"MKY3555","01","GFP","591-900","0","3×ΔEA","2"
"MKY3554","04","GFP","591-900","0","wt","2"
"MKY4083","06","GFP","1-590","0","wt","2"
"MKY3547","02","GFP","1-900","1","3×ΔEA","2"
"MKY3550","01","GFP","591-1381","0","wt","2"
"MKY0532","01","GFP","FL","1","3×ΔEA","2"
"MKY0532","05","GFP","FL","1","3×ΔEA","2"
"MKY0172","01","GFP","FL","1","wt","2"
"MKY3555","08","GFP","591-900","0","3×ΔEA","2"
"MKY3550","03","GFP","591-1381","0","wt","2"
"MKY3555","06","GFP","591-900","0","3×ΔEA","2"
"MKY3547","06","GFP","1-900","1","3×ΔEA","2"
"MKY4083","02","GFP","1-590","0","wt","2"
"MKY3549","09","GFP","366-1381","1","3×ΔEA","2"
"MKY3555","03","GFP","591-900","0","3×ΔEA","2"
"MKY3519","01","GFP","1-590","0","3×ΔEA","2"
"MKY3519","04","GFP","1-590","0","3×ΔEA","2"
"MKY3551","01","GFP","591-1381","0","3×ΔEA","2"
"MKY3548","07","GFP","366-1381","0","wt","2"
"MKY3547","04","GFP","1-900","1","3×ΔEA","2"
"MKY0532","08","GFP","FL","1","3×ΔEA","2"
"MKY3549","04","GFP","366-1381","0","3×ΔEA","2"
"MKY3551","02","GFP","591-1381","0","3×ΔEA","2"
"MKY0172","02","GFP","FL","0","wt","2"
"MKY3552","02","GFP","366-900","0","wt","2"
"MKY3546","01","GFP","1-900","0","wt","2"
"MKY3549","08","GFP","366-1381","1","3×ΔEA","2"
"MKY3546","05","GFP","1-900","0","wt","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY3550","01","GFP","591-1381","0","wt","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY4083","08","GFP","1-590","0","wt","2"
"MKY4083","04","GFP","1-590","0","wt","2"
"MKY3547","02","GFP","1-900","1","3×ΔEA","2"
"MKY3549","06","GFP","366-1381","1","3×ΔEA","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3548","08","GFP","366-1381","0","wt","2"
"MKY3555","04","GFP","591-900","0","3×ΔEA","2"
"MKY3554","02","GFP","591-900","0","wt","2"
"MKY0172","07","GFP","FL","0","wt","2"
"MKY3552","07","GFP","366-900","1","wt","2"
"MKY3519","08","GFP","1-590","1","3×ΔEA","2"
"MKY3519","04","GFP","1-590","0","3×ΔEA","2"
"MKY3519","02","GFP","1-590","0","3×ΔEA","2"
"MKY3555","05","GFP","591-900","0","3×ΔEA","2"
"MKY3547","09","GFP","1-900","0","3×ΔEA","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3554","04","GFP","591-900","0","wt","2"
"MKY3549","01","GFP","366-1381","1","3×ΔEA","2"
"MKY3555","08","GFP","591-900","0","3×ΔEA","2"
"MKY0532","02","GFP","FL","1","3×ΔEA","2"
"MKY4083","08","GFP","1-590","0","wt","2"
"MKY4083","08","GFP","1-590","0","wt","2"
"MKY3548","02","GFP","366-1381","0","wt","2"
"MKY3553","07","GFP","366-900","1","3×ΔEA","2"
"MKY3548","03","GFP","366-1381","0","wt","2"
"MKY3551","02","GFP","591-1381","0","3×ΔEA","2"
"MKY3555","03","GFP","591-900","0","3×ΔEA","2"
"MKY3546","03","GFP","1-900","0","wt","2"
"MKY3552","03","GFP","366-900","0","wt","2"
"MKY3549","01","GFP","366-1381","1","3×ΔEA","2"
"MKY0172","03","GFP","FL","0","wt","2"
"MKY0172","03","GFP","FL","0","wt","2"
"MKY3548","02","GFP","366-1381","0","wt","2"
"MKY3553","01","GFP","366-900","1","3×ΔEA","2"
"MKY3551","06","GFP","591-1381","0","3×ΔEA","2"
"MKY3549","09","GFP","366-1381","0","3×ΔEA","2"
"MKY3548","03","GFP","366-1381","0","wt","2"
"MKY0172","06","GFP","FL","1","wt","2"
"MKY4083","01","GFP","1-590","0","wt","2"
"MKY3553","07","GFP","366-900","1","3×ΔEA","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY0172","08","GFP","FL","0","wt","2"
"MKY0172","06","GFP","FL","0","wt","2"
"MKY3550","05","GFP","591-1381","0","wt","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY3554","09","GFP","591-900","0","wt","2"
"MKY3548","02","GFP","366-1381","0","wt","2"
"MKY0172","01","GFP","FL","0","wt","2"
"MKY3553","07","GFP","366-900","0","3×ΔEA","2"
"MKY0172","04","GFP","FL","0","wt","2"
"MKY3546","02","GFP","1-900","0","wt","2"
